cfi,contract_type,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
OCASPS,call,american,2025-07-24,BATO,100,641.0,O:SPY250724C00641000,SPY
OCASPS,call,american,2025-07-24,BATO,100,642.0,O:SPY250724C00642000,SPY
OCASPS,call,american,2025-07-24,BATO,100,643.0,O:SPY250724C00643000,SPY
OCASPS,call,american,2025-07-24,BATO,100,644.0,O:SPY250724C00644000,SPY
OCASPS,call,american,2025-07-24,BATO,100,645.0,O:SPY250724C00645000,SPY
OCASPS,call,american,2025-07-24,BATO,100,646.0,O:SPY250724C00646000,SPY
OCASPS,call,american,2025-07-24,BATO,100,647.0,O:SPY250724C00647000,SPY
OCASPS,call,american,2025-07-24,BATO,100,648.0,O:SPY250724C00648000,SPY
OCASPS,call,american,2025-07-24,BATO,100,649.0,O:SPY250724C00649000,SPY
OCASPS,call,american,2025-07-24,BATO,100,650.0,O:SPY250724C00650000,SPY
OCASPS,call,american,2025-07-24,BATO,100,655.0,O:SPY250724C00655000,SPY
OCASPS,call,american,2025-07-24,BATO,100,660.0,O:SPY250724C00660000,SPY
OCASPS,call,american,2025-07-24,BATO,100,665.0,O:SPY250724C00665000,SPY
OCASPS,call,american,2025-07-24,BATO,100,670.0,O:SPY250724C00670000,SPY
OCASPS,call,american,2025-07-24,BATO,100,675.0,O:SPY250724C00675000,SPY
OCASPS,call,american,2025-07-24,BATO,100,680.0,O:SPY250724C00680000,SPY
OCASPS,call,american,2025-07-24,BATO,100,685.0,O:SPY250724C00685000,SPY
OCASPS,call,american,2025-07-24,BATO,100,690.0,O:SPY250724C00690000,SPY
OCASPS,call,american,2025-07-24,BATO,100,695.0,O:SPY250724C00695000,SPY
OCASPS,call,american,2025-07-24,BATO,100,700.0,O:SPY250724C00700000,SPY
OCASPS,call,american,2025-07-24,BATO,100,705.0,O:SPY250724C00705000,SPY
OCASPS,call,american,2025-07-24,BATO,100,710.0,O:SPY250724C00710000,SPY
OCASPS,call,american,2025-07-24,BATO,100,715.0,O:SPY250724C00715000,SPY
OPASPS,put,american,2025-07-24,BATO,100,450.0,O:SPY250724P00450000,SPY
OPASPS,put,american,2025-07-24,BATO,100,455.0,O:SPY250724P00455000,SPY
OPASPS,put,american,2025-07-24,BATO,100,460.0,O:SPY250724P00460000,SPY
OPASPS,put,american,2025-07-24,BATO,100,465.0,O:SPY250724P00465000,SPY
OPASPS,put,american,2025-07-24,BATO,100,470.0,O:SPY250724P00470000,SPY
OPASPS,put,american,2025-07-24,BATO,100,475.0,O:SPY250724P00475000,SPY
OPASPS,put,american,2025-07-24,BATO,100,480.0,O:SPY250724P00480000,SPY
OPASPS,put,american,2025-07-24,BATO,100,485.0,O:SPY250724P00485000,SPY
OPASPS,put,american,2025-07-24,BATO,100,490.0,O:SPY250724P00490000,SPY
OPASPS,put,american,2025-07-24,BATO,100,495.0,O:SPY250724P00495000,SPY
OPASPS,put,american,2025-07-24,BATO,100,500.0,O:SPY250724P00500000,SPY
OPASPS,put,american,2025-07-24,BATO,100,505.0,O:SPY250724P00505000,SPY
OPASPS,put,american,2025-07-24,BATO,100,510.0,O:SPY250724P00510000,SPY
OPASPS,put,american,2025-07-24,BATO,100,515.0,O:SPY250724P00515000,SPY
OPASPS,put,american,2025-07-24,BATO,100,520.0,O:SPY250724P00520000,SPY
OPASPS,put,american,2025-07-24,BATO,100,525.0,O:SPY250724P00525000,SPY
OPASPS,put,american,2025-07-24,BATO,100,530.0,O:SPY250724P00530000,SPY
OPASPS,put,american,2025-07-24,BATO,100,535.0,O:SPY250724P00535000,SPY
OPASPS,put,american,2025-07-24,BATO,100,540.0,O:SPY250724P00540000,SPY
OPASPS,put,american,2025-07-24,BATO,100,545.0,O:SPY250724P00545000,SPY
OPASPS,put,american,2025-07-24,BATO,100,550.0,O:SPY250724P00550000,SPY
OPASPS,put,american,2025-07-24,BATO,100,555.0,O:SPY250724P00555000,SPY
OPASPS,put,american,2025-07-24,BATO,100,560.0,O:SPY250724P00560000,SPY
OPASPS,put,american,2025-07-24,BATO,100,565.0,O:SPY250724P00565000,SPY
OPASPS,put,american,2025-07-24,BATO,100,570.0,O:SPY250724P00570000,SPY
OPASPS,put,american,2025-07-24,BATO,100,575.0,O:SPY250724P00575000,SPY
OPASPS,put,american,2025-07-24,BATO,100,580.0,O:SPY250724P00580000,SPY
OPASPS,put,american,2025-07-24,BATO,100,585.0,O:SPY250724P00585000,SPY
OPASPS,put,american,2025-07-24,BATO,100,590.0,O:SPY250724P00590000,SPY
OPASPS,put,american,2025-07-24,BATO,100,595.0,O:SPY250724P00595000,SPY
OPASPS,put,american,2025-07-24,BATO,100,596.0,O:SPY250724P00596000,SPY
OPASPS,put,american,2025-07-24,BATO,100,597.0,O:SPY250724P00597000,SPY
OPASPS,put,american,2025-07-24,BATO,100,598.0,O:SPY250724P00598000,SPY
OPASPS,put,american,2025-07-24,BATO,100,599.0,O:SPY250724P00599000,SPY
OPASPS,put,american,2025-07-24,BATO,100,600.0,O:SPY250724P00600000,SPY
OPASPS,put,american,2025-07-24,BATO,100,601.0,O:SPY250724P00601000,SPY
OPASPS,put,american,2025-07-24,BATO,100,602.0,O:SPY250724P00602000,SPY
OPASPS,put,american,2025-07-24,BATO,100,603.0,O:SPY250724P00603000,SPY
OPASPS,put,american,2025-07-24,BATO,100,604.0,O:SPY250724P00604000,SPY
OPASPS,put,american,2025-07-24,BATO,100,605.0,O:SPY250724P00605000,SPY
OPASPS,put,american,2025-07-24,BATO,100,606.0,O:SPY250724P00606000,SPY
OPASPS,put,american,2025-07-24,BATO,100,607.0,O:SPY250724P00607000,SPY
OPASPS,put,american,2025-07-24,BATO,100,608.0,O:SPY250724P00608000,SPY
OPASPS,put,american,2025-07-24,BATO,100,609.0,O:SPY250724P00609000,SPY
OPASPS,put,american,2025-07-24,BATO,100,610.0,O:SPY250724P00610000,SPY
OPASPS,put,american,2025-07-24,BATO,100,611.0,O:SPY250724P00611000,SPY
OPASPS,put,american,2025-07-24,BATO,100,612.0,O:SPY250724P00612000,SPY
OPASPS,put,american,2025-07-24,BATO,100,613.0,O:SPY250724P00613000,SPY
OPASPS,put,american,2025-07-24,BATO,100,614.0,O:SPY250724P00614000,SPY
OPASPS,put,american,2025-07-24,BATO,100,615.0,O:SPY250724P00615000,SPY
OPASPS,put,american,2025-07-24,BATO,100,616.0,O:SPY250724P00616000,SPY
OPASPS,put,american,2025-07-24,BATO,100,617.0,O:SPY250724P00617000,SPY
OPASPS,put,american,2025-07-24,BATO,100,618.0,O:SPY250724P00618000,SPY
OPASPS,put,american,2025-07-24,BATO,100,619.0,O:SPY250724P00619000,SPY
OPASPS,put,american,2025-07-24,BATO,100,620.0,O:SPY250724P00620000,SPY
OPASPS,put,american,2025-07-24,BATO,100,621.0,O:SPY250724P00621000,SPY
OPASPS,put,american,2025-07-24,BATO,100,622.0,O:SPY250724P00622000,SPY
OPASPS,put,american,2025-07-24,BATO,100,623.0,O:SPY250724P00623000,SPY
OPASPS,put,american,2025-07-24,BATO,100,624.0,O:SPY250724P00624000,SPY
OPASPS,put,american,2025-07-24,BATO,100,625.0,O:SPY250724P00625000,SPY
OPASPS,put,american,2025-07-24,BATO,100,626.0,O:SPY250724P00626000,SPY
OPASPS,put,american,2025-07-24,BATO,100,627.0,O:SPY250724P00627000,SPY
OPASPS,put,american,2025-07-24,BATO,100,628.0,O:SPY250724P00628000,SPY
OPASPS,put,american,2025-07-24,BATO,100,629.0,O:SPY250724P00629000,SPY
OPASPS,put,american,2025-07-24,BATO,100,630.0,O:SPY250724P00630000,SPY
OPASPS,put,american,2025-07-24,BATO,100,631.0,O:SPY250724P00631000,SPY
OPASPS,put,american,2025-07-24,BATO,100,632.0,O:SPY250724P00632000,SPY
OPASPS,put,american,2025-07-24,BATO,100,633.0,O:SPY250724P00633000,SPY
OPASPS,put,american,2025-07-24,BATO,100,634.0,O:SPY250724P00634000,SPY
OPASPS,put,american,2025-07-24,BATO,100,635.0,O:SPY250724P00635000,SPY
OPASPS,put,american,2025-07-24,BATO,100,636.0,O:SPY250724P00636000,SPY
OPASPS,put,american,2025-07-24,BATO,100,637.0,O:SPY250724P00637000,SPY
OPASPS,put,american,2025-07-24,BATO,100,638.0,O:SPY250724P00638000,SPY
OPASPS,put,american,2025-07-24,BATO,100,639.0,O:SPY250724P00639000,SPY
OPASPS,put,american,2025-07-24,BATO,100,640.0,O:SPY250724P00640000,SPY
OPASPS,put,american,2025-07-24,BATO,100,641.0,O:SPY250724P00641000,SPY
OPASPS,put,american,2025-07-24,BATO,100,642.0,O:SPY250724P00642000,SPY
OPASPS,put,american,2025-07-24,BATO,100,643.0,O:SPY250724P00643000,SPY
OPASPS,put,american,2025-07-24,BATO,100,644.0,O:SPY250724P00644000,SPY
OPASPS,put,american,2025-07-24,BATO,100,645.0,O:SPY250724P00645000,SPY
OPASPS,put,american,2025-07-24,BATO,100,646.0,O:SPY250724P00646000,SPY
OPASPS,put,american,2025-07-24,BATO,100,647.0,O:SPY250724P00647000,SPY
OPASPS,put,american,2025-07-24,BATO,100,648.0,O:SPY250724P00648000,SPY
OPASPS,put,american,2025-07-24,BATO,100,649.0,O:SPY250724P00649000,SPY
OPASPS,put,american,2025-07-24,BATO,100,650.0,O:SPY250724P00650000,SPY
OPASPS,put,american,2025-07-24,BATO,100,655.0,O:SPY250724P00655000,SPY
OPASPS,put,american,2025-07-24,BATO,100,660.0,O:SPY250724P00660000,SPY
OPASPS,put,american,2025-07-24,BATO,100,665.0,O:SPY250724P00665000,SPY
OPASPS,put,american,2025-07-24,BATO,100,670.0,O:SPY250724P00670000,SPY
OPASPS,put,american,2025-07-24,BATO,100,675.0,O:SPY250724P00675000,SPY
OPASPS,put,american,2025-07-24,BATO,100,680.0,O:SPY250724P00680000,SPY
OPASPS,put,american,2025-07-24,BATO,100,685.0,O:SPY250724P00685000,SPY
OPASPS,put,american,2025-07-24,BATO,100,690.0,O:SPY250724P00690000,SPY
OPASPS,put,american,2025-07-24,BATO,100,695.0,O:SPY250724P00695000,SPY
OPASPS,put,american,2025-07-24,BATO,100,700.0,O:SPY250724P00700000,SPY
OPASPS,put,american,2025-07-24,BATO,100,705.0,O:SPY250724P00705000,SPY
OPASPS,put,american,2025-07-24,BATO,100,710.0,O:SPY250724P00710000,SPY
OPASPS,put,american,2025-07-24,BATO,100,715.0,O:SPY250724P00715000,SPY
OCASPS,call,american,2025-07-25,BATO,100,375.0,O:SPY250725C00375000,SPY
OCASPS,call,american,2025-07-25,BATO,100,380.0,O:SPY250725C00380000,SPY
OCASPS,call,american,2025-07-25,BATO,100,385.0,O:SPY250725C00385000,SPY
OCASPS,call,american,2025-07-25,BATO,100,390.0,O:SPY250725C00390000,SPY
OCASPS,call,american,2025-07-25,BATO,100,395.0,O:SPY250725C00395000,SPY
OCASPS,call,american,2025-07-25,BATO,100,400.0,O:SPY250725C00400000,SPY
OCASPS,call,american,2025-07-25,BATO,100,405.0,O:SPY250725C00405000,SPY
OCASPS,call,american,2025-07-25,BATO,100,410.0,O:SPY250725C00410000,SPY
OCASPS,call,american,2025-07-25,BATO,100,415.0,O:SPY250725C00415000,SPY
OCASPS,call,american,2025-07-25,BATO,100,420.0,O:SPY250725C00420000,SPY
OCASPS,call,american,2025-07-25,BATO,100,425.0,O:SPY250725C00425000,SPY
OCASPS,call,american,2025-07-25,BATO,100,430.0,O:SPY250725C00430000,SPY
OCASPS,call,american,2025-07-25,BATO,100,435.0,O:SPY250725C00435000,SPY
OCASPS,call,american,2025-07-25,BATO,100,440.0,O:SPY250725C00440000,SPY
OCASPS,call,american,2025-07-25,BATO,100,445.0,O:SPY250725C00445000,SPY
OCASPS,call,american,2025-07-25,BATO,100,450.0,O:SPY250725C00450000,SPY
OCASPS,call,american,2025-07-25,BATO,100,455.0,O:SPY250725C00455000,SPY
OCASPS,call,american,2025-07-25,BATO,100,460.0,O:SPY250725C00460000,SPY
OCASPS,call,american,2025-07-25,BATO,100,465.0,O:SPY250725C00465000,SPY
OCASPS,call,american,2025-07-25,BATO,100,470.0,O:SPY250725C00470000,SPY
OCASPS,call,american,2025-07-25,BATO,100,475.0,O:SPY250725C00475000,SPY
OCASPS,call,american,2025-07-25,BATO,100,480.0,O:SPY250725C00480000,SPY
OCASPS,call,american,2025-07-25,BATO,100,485.0,O:SPY250725C00485000,SPY
OCASPS,call,american,2025-07-25,BATO,100,490.0,O:SPY250725C00490000,SPY
OCASPS,call,american,2025-07-25,BATO,100,495.0,O:SPY250725C00495000,SPY
OCASPS,call,american,2025-07-25,BATO,100,500.0,O:SPY250725C00500000,SPY
OCASPS,call,american,2025-07-25,BATO,100,505.0,O:SPY250725C00505000,SPY
OCASPS,call,american,2025-07-25,BATO,100,510.0,O:SPY250725C00510000,SPY
OCASPS,call,american,2025-07-25,BATO,100,515.0,O:SPY250725C00515000,SPY
OCASPS,call,american,2025-07-25,BATO,100,520.0,O:SPY250725C00520000,SPY
OCASPS,call,american,2025-07-25,BATO,100,525.0,O:SPY250725C00525000,SPY
OCASPS,call,american,2025-07-25,BATO,100,530.0,O:SPY250725C00530000,SPY
OCASPS,call,american,2025-07-25,BATO,100,535.0,O:SPY250725C00535000,SPY
OCASPS,call,american,2025-07-25,BATO,100,540.0,O:SPY250725C00540000,SPY
OCASPS,call,american,2025-07-25,BATO,100,545.0,O:SPY250725C00545000,SPY
OCASPS,call,american,2025-07-25,BATO,100,550.0,O:SPY250725C00550000,SPY
OCASPS,call,american,2025-07-25,BATO,100,555.0,O:SPY250725C00555000,SPY
OCASPS,call,american,2025-07-25,BATO,100,560.0,O:SPY250725C00560000,SPY
OCASPS,call,american,2025-07-25,BATO,100,565.0,O:SPY250725C00565000,SPY
OCASPS,call,american,2025-07-25,BATO,100,570.0,O:SPY250725C00570000,SPY
OCASPS,call,american,2025-07-25,BATO,100,574.0,O:SPY250725C00574000,SPY
OCASPS,call,american,2025-07-25,BATO,100,575.0,O:SPY250725C00575000,SPY
OCASPS,call,american,2025-07-25,BATO,100,576.0,O:SPY250725C00576000,SPY
OCASPS,call,american,2025-07-25,BATO,100,577.0,O:SPY250725C00577000,SPY
OCASPS,call,american,2025-07-25,BATO,100,578.0,O:SPY250725C00578000,SPY
OCASPS,call,american,2025-07-25,BATO,100,579.0,O:SPY250725C00579000,SPY
OCASPS,call,american,2025-07-25,BATO,100,580.0,O:SPY250725C00580000,SPY
OCASPS,call,american,2025-07-25,BATO,100,581.0,O:SPY250725C00581000,SPY
OCASPS,call,american,2025-07-25,BATO,100,582.0,O:SPY250725C00582000,SPY
OCASPS,call,american,2025-07-25,BATO,100,583.0,O:SPY250725C00583000,SPY
OCASPS,call,american,2025-07-25,BATO,100,584.0,O:SPY250725C00584000,SPY
OCASPS,call,american,2025-07-25,BATO,100,585.0,O:SPY250725C00585000,SPY
OCASPS,call,american,2025-07-25,BATO,100,586.0,O:SPY250725C00586000,SPY
OCASPS,call,american,2025-07-25,BATO,100,587.0,O:SPY250725C00587000,SPY
OCASPS,call,american,2025-07-25,BATO,100,587.5,O:SPY250725C00587500,SPY
OCASPS,call,american,2025-07-25,BATO,100,588.0,O:SPY250725C00588000,SPY
OCASPS,call,american,2025-07-25,BATO,100,589.0,O:SPY250725C00589000,SPY
OCASPS,call,american,2025-07-25,BATO,100,590.0,O:SPY250725C00590000,SPY
OCASPS,call,american,2025-07-25,BATO,100,591.0,O:SPY250725C00591000,SPY
OCASPS,call,american,2025-07-25,BATO,100,592.0,O:SPY250725C00592000,SPY
OCASPS,call,american,2025-07-25,BATO,100,592.5,O:SPY250725C00592500,SPY
OCASPS,call,american,2025-07-25,BATO,100,593.0,O:SPY250725C00593000,SPY
OCASPS,call,american,2025-07-25,BATO,100,594.0,O:SPY250725C00594000,SPY
OCASPS,call,american,2025-07-25,BATO,100,595.0,O:SPY250725C00595000,SPY
OCASPS,call,american,2025-07-25,BATO,100,596.0,O:SPY250725C00596000,SPY
OCASPS,call,american,2025-07-25,BATO,100,597.0,O:SPY250725C00597000,SPY
OCASPS,call,american,2025-07-25,BATO,100,597.5,O:SPY250725C00597500,SPY
OCASPS,call,american,2025-07-25,BATO,100,598.0,O:SPY250725C00598000,SPY
OCASPS,call,american,2025-07-25,BATO,100,599.0,O:SPY250725C00599000,SPY
OCASPS,call,american,2025-07-25,BATO,100,600.0,O:SPY250725C00600000,SPY
OCASPS,call,american,2025-07-25,BATO,100,601.0,O:SPY250725C00601000,SPY
OCASPS,call,american,2025-07-25,BATO,100,602.0,O:SPY250725C00602000,SPY
OCASPS,call,american,2025-07-25,BATO,100,602.5,O:SPY250725C00602500,SPY
OCASPS,call,american,2025-07-25,BATO,100,603.0,O:SPY250725C00603000,SPY
OCASPS,call,american,2025-07-25,BATO,100,604.0,O:SPY250725C00604000,SPY
OCASPS,call,american,2025-07-25,BATO,100,605.0,O:SPY250725C00605000,SPY
OCASPS,call,american,2025-07-25,BATO,100,606.0,O:SPY250725C00606000,SPY
OCASPS,call,american,2025-07-25,BATO,100,607.0,O:SPY250725C00607000,SPY
OCASPS,call,american,2025-07-25,BATO,100,607.5,O:SPY250725C00607500,SPY
OCASPS,call,american,2025-07-25,BATO,100,608.0,O:SPY250725C00608000,SPY
OCASPS,call,american,2025-07-25,BATO,100,609.0,O:SPY250725C00609000,SPY
OCASPS,call,american,2025-07-25,BATO,100,610.0,O:SPY250725C00610000,SPY
OCASPS,call,american,2025-07-25,BATO,100,611.0,O:SPY250725C00611000,SPY
OCASPS,call,american,2025-07-25,BATO,100,612.0,O:SPY250725C00612000,SPY
OCASPS,call,american,2025-07-25,BATO,100,613.0,O:SPY250725C00613000,SPY
OCASPS,call,american,2025-07-25,BATO,100,614.0,O:SPY250725C00614000,SPY
OCASPS,call,american,2025-07-25,BATO,100,615.0,O:SPY250725C00615000,SPY
OCASPS,call,american,2025-07-25,BATO,100,616.0,O:SPY250725C00616000,SPY
OCASPS,call,american,2025-07-25,BATO,100,617.0,O:SPY250725C00617000,SPY
OCASPS,call,american,2025-07-25,BATO,100,618.0,O:SPY250725C00618000,SPY
OCASPS,call,american,2025-07-25,BATO,100,619.0,O:SPY250725C00619000,SPY
OCASPS,call,american,2025-07-25,BATO,100,620.0,O:SPY250725C00620000,SPY
OCASPS,call,american,2025-07-25,BATO,100,621.0,O:SPY250725C00621000,SPY
OCASPS,call,american,2025-07-25,BATO,100,622.0,O:SPY250725C00622000,SPY
OCASPS,call,american,2025-07-25,BATO,100,623.0,O:SPY250725C00623000,SPY
OCASPS,call,american,2025-07-25,BATO,100,624.0,O:SPY250725C00624000,SPY
OCASPS,call,american,2025-07-25,BATO,100,625.0,O:SPY250725C00625000,SPY
OCASPS,call,american,2025-07-25,BATO,100,626.0,O:SPY250725C00626000,SPY
OCASPS,call,american,2025-07-25,BATO,100,627.0,O:SPY250725C00627000,SPY
OCASPS,call,american,2025-07-25,BATO,100,628.0,O:SPY250725C00628000,SPY
OCASPS,call,american,2025-07-25,BATO,100,629.0,O:SPY250725C00629000,SPY
OCASPS,call,american,2025-07-25,BATO,100,630.0,O:SPY250725C00630000,SPY
OCASPS,call,american,2025-07-25,BATO,100,631.0,O:SPY250725C00631000,SPY
OCASPS,call,american,2025-07-25,BATO,100,632.0,O:SPY250725C00632000,SPY
OCASPS,call,american,2025-07-25,BATO,100,633.0,O:SPY250725C00633000,SPY
OCASPS,call,american,2025-07-25,BATO,100,634.0,O:SPY250725C00634000,SPY
OCASPS,call,american,2025-07-25,BATO,100,635.0,O:SPY250725C00635000,SPY
OCASPS,call,american,2025-07-25,BATO,100,636.0,O:SPY250725C00636000,SPY
OCASPS,call,american,2025-07-25,BATO,100,637.0,O:SPY250725C00637000,SPY
OCASPS,call,american,2025-07-25,BATO,100,638.0,O:SPY250725C00638000,SPY
OCASPS,call,american,2025-07-25,BATO,100,639.0,O:SPY250725C00639000,SPY
OCASPS,call,american,2025-07-25,BATO,100,640.0,O:SPY250725C00640000,SPY
OCASPS,call,american,2025-07-25,BATO,100,641.0,O:SPY250725C00641000,SPY
OCASPS,call,american,2025-07-25,BATO,100,642.0,O:SPY250725C00642000,SPY
OCASPS,call,american,2025-07-25,BATO,100,643.0,O:SPY250725C00643000,SPY
OCASPS,call,american,2025-07-25,BATO,100,644.0,O:SPY250725C00644000,SPY
OCASPS,call,american,2025-07-25,BATO,100,645.0,O:SPY250725C00645000,SPY
OCASPS,call,american,2025-07-25,BATO,100,646.0,O:SPY250725C00646000,SPY
OCASPS,call,american,2025-07-25,BATO,100,650.0,O:SPY250725C00650000,SPY
OCASPS,call,american,2025-07-25,BATO,100,655.0,O:SPY250725C00655000,SPY
OCASPS,call,american,2025-07-25,BATO,100,660.0,O:SPY250725C00660000,SPY
OCASPS,call,american,2025-07-25,BATO,100,665.0,O:SPY250725C00665000,SPY
OCASPS,call,american,2025-07-25,BATO,100,670.0,O:SPY250725C00670000,SPY
OCASPS,call,american,2025-07-25,BATO,100,675.0,O:SPY250725C00675000,SPY
OCASPS,call,american,2025-07-25,BATO,100,680.0,O:SPY250725C00680000,SPY
OCASPS,call,american,2025-07-25,BATO,100,685.0,O:SPY250725C00685000,SPY
OCASPS,call,american,2025-07-25,BATO,100,690.0,O:SPY250725C00690000,SPY
OCASPS,call,american,2025-07-25,BATO,100,695.0,O:SPY250725C00695000,SPY
OCASPS,call,american,2025-07-25,BATO,100,700.0,O:SPY250725C00700000,SPY
OCASPS,call,american,2025-07-25,BATO,100,705.0,O:SPY250725C00705000,SPY
OCASPS,call,american,2025-07-25,BATO,100,710.0,O:SPY250725C00710000,SPY
OCASPS,call,american,2025-07-25,BATO,100,715.0,O:SPY250725C00715000,SPY
OPASPS,put,american,2025-07-25,BATO,100,375.0,O:SPY250725P00375000,SPY
OPASPS,put,american,2025-07-25,BATO,100,380.0,O:SPY250725P00380000,SPY
OPASPS,put,american,2025-07-25,BATO,100,385.0,O:SPY250725P00385000,SPY
OPASPS,put,american,2025-07-25,BATO,100,390.0,O:SPY250725P00390000,SPY
OPASPS,put,american,2025-07-25,BATO,100,395.0,O:SPY250725P00395000,SPY
OPASPS,put,american,2025-07-25,BATO,100,400.0,O:SPY250725P00400000,SPY
OPASPS,put,american,2025-07-25,BATO,100,405.0,O:SPY250725P00405000,SPY
OPASPS,put,american,2025-07-25,BATO,100,410.0,O:SPY250725P00410000,SPY
OPASPS,put,american,2025-07-25,BATO,100,415.0,O:SPY250725P00415000,SPY
OPASPS,put,american,2025-07-25,BATO,100,420.0,O:SPY250725P00420000,SPY
OPASPS,put,american,2025-07-25,BATO,100,425.0,O:SPY250725P00425000,SPY
OPASPS,put,american,2025-07-25,BATO,100,430.0,O:SPY250725P00430000,SPY
OPASPS,put,american,2025-07-25,BATO,100,435.0,O:SPY250725P00435000,SPY
OPASPS,put,american,2025-07-25,BATO,100,440.0,O:SPY250725P00440000,SPY
OPASPS,put,american,2025-07-25,BATO,100,445.0,O:SPY250725P00445000,SPY
OPASPS,put,american,2025-07-25,BATO,100,450.0,O:SPY250725P00450000,SPY
OPASPS,put,american,2025-07-25,BATO,100,455.0,O:SPY250725P00455000,SPY
OPASPS,put,american,2025-07-25,BATO,100,460.0,O:SPY250725P00460000,SPY
OPASPS,put,american,2025-07-25,BATO,100,465.0,O:SPY250725P00465000,SPY
OPASPS,put,american,2025-07-25,BATO,100,470.0,O:SPY250725P00470000,SPY
OPASPS,put,american,2025-07-25,BATO,100,475.0,O:SPY250725P00475000,SPY
OPASPS,put,american,2025-07-25,BATO,100,480.0,O:SPY250725P00480000,SPY
OPASPS,put,american,2025-07-25,BATO,100,485.0,O:SPY250725P00485000,SPY
OPASPS,put,american,2025-07-25,BATO,100,490.0,O:SPY250725P00490000,SPY
OPASPS,put,american,2025-07-25,BATO,100,495.0,O:SPY250725P00495000,SPY
OPASPS,put,american,2025-07-25,BATO,100,500.0,O:SPY250725P00500000,SPY
OPASPS,put,american,2025-07-25,BATO,100,505.0,O:SPY250725P00505000,SPY
OPASPS,put,american,2025-07-25,BATO,100,510.0,O:SPY250725P00510000,SPY
OPASPS,put,american,2025-07-25,BATO,100,515.0,O:SPY250725P00515000,SPY
OPASPS,put,american,2025-07-25,BATO,100,520.0,O:SPY250725P00520000,SPY
OPASPS,put,american,2025-07-25,BATO,100,525.0,O:SPY250725P00525000,SPY
OPASPS,put,american,2025-07-25,BATO,100,530.0,O:SPY250725P00530000,SPY
OPASPS,put,american,2025-07-25,BATO,100,535.0,O:SPY250725P00535000,SPY
OPASPS,put,american,2025-07-25,BATO,100,540.0,O:SPY250725P00540000,SPY
OPASPS,put,american,2025-07-25,BATO,100,545.0,O:SPY250725P00545000,SPY
OPASPS,put,american,2025-07-25,BATO,100,550.0,O:SPY250725P00550000,SPY
OPASPS,put,american,2025-07-25,BATO,100,555.0,O:SPY250725P00555000,SPY
OPASPS,put,american,2025-07-25,BATO,100,560.0,O:SPY250725P00560000,SPY
